tipus_vi,categoria_vi,aliment,categoria_aliment,cuina,qualitat_maridatge,etiqueta_qualitat,descripcio
Madeira,Fortified,xai rostit,Carn vermella,Greek,3,Neutral,Delicate wine overwhelmed by red meat.
White Zinfandel,Rosé,cheese platter,Cheese,Argentinian,2,Pobre,Avaluació heurística del maridatge.
Tempranillo,Red,bbq brisket,Carn vermella,Mexicana,1,Terrible,Deliberately bad pairing example for contrast.
Gewürztraminer,White,grilled ribeye,Carn vermella,Japanese,4,Bo,Avaluació heurística del maridatge.
Sauvignon Blanc,White,cheese platter,Cheese,Greek,4,Bo,Avaluació heurística del maridatge.
Ice Wine,Postres,cheese platter,Cheese,German,1,Terrible,Deliberately bad pairing example for contrast.
Gewürztraminer,White,citrus salad,Acidic,Chinese (Sichuan),3,Neutral,Low-acid wine seems flabby vs acids.
Grenache,Red,grilled ribeye,Carn vermella,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Albariño,White,gazpacho,Acidic,Greek,3,Neutral,El vi àcid equilibra el menjar àcid.
Chenin Blanc,White,citrus salad,Acidic,Vietnamita,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Grenache,Red,citrus salad,Acidic,Italian,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Torrontés,White,cheese platter,Cheese,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Albariño,White,stir-fried tofu,Vegetarian,Chinese (Sichuan),5,Excel·lent,Idealized perfect pairing example for contrast.
Malbec,Red,fondue,Cheese,Vietnamita,5,Excel·lent,Idealized perfect pairing example for contrast.
Sauternes,Postres,gazpacho,Acidic,Thai,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Albariño,White,caprese salad,Acidic,American BBQ,4,Bo,Avaluació heurística del maridatge.
Sauternes,Postres,beef stew,Carn vermella,Greek,2,Pobre,Avaluació heurística del maridatge.
Sauvignon Blanc,White,chocolate mousse,Postres,Italian,5,Excel·lent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,bbq brisket,Carn vermella,Ethiopian,5,Excel·lent,Idealized perfect pairing example for contrast.
Riesling (dry),White,bbq brisket,Carn vermella,German,3,Neutral,Delicate wine overwhelmed by red meat.
Viognier,White,caprese salad,Acidic,Middle Eastern,2,Pobre,Avaluació heurística del maridatge.
Tempranillo,Red,gazpacho,Acidic,Korean,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Provence Rosé,Rosé,fondue,Cheese,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Gamay (Beaujolais),Red,gazpacho,Acidic,Italian,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Sauternes,Postres,beef stew,Carn vermella,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Postres,bbq brisket,Carn vermella,Italian,5,Excel·lent,Idealized perfect pairing example for contrast.
Madeira,Fortified,grilled ribeye,Carn vermella,Middle Eastern,4,Bo,Avaluació heurística del maridatge.
Zinfandel,Red,caprese salad,Acidic,Indian,4,Bo,Avaluació heurística del maridatge.
Riesling (dry),White,beef stew,Carn vermella,Indian,4,Bo,Avaluació heurística del maridatge.
Sauvignon Blanc,White,alfredo pasta,Creamy,Espanyola,5,Excel·lent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,fondue,Cheese,Japanese,5,Excel·lent,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,gazpacho,Acidic,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Zinfandel,Red,cheese platter,Cheese,Moroccan,4,Bo,Avaluació heurística del maridatge.
Chenin Blanc,White,xai rostit,Carn vermella,Middle Eastern,1,Terrible,Delicate wine overwhelmed by red meat.
Sauvignon Blanc,White,alfredo pasta,Creamy,Francesa,5,Excel·lent,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,citrus salad,Acidic,Moroccan,3,Neutral,Low-acid wine seems flabby vs acids.
Pinot Noir,Red,mac and cheese,Cheese,Argentinian,4,Bo,Avaluació heurística del maridatge.
Viognier,White,caprese salad,Acidic,American BBQ,2,Pobre,Avaluació heurística del maridatge.
Merlot,Red,grilled ribeye,Carn vermella,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,grilled ribeye,Carn vermella,Indian,5,Excel·lent,Idealized perfect pairing example for contrast.
Albariño,White,grilled ribeye,Carn vermella,Indian,5,Excel·lent,Idealized perfect pairing example for contrast.
Syrah/Shiraz,Red,cheese platter,Cheese,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Postres,citrus salad,Acidic,Japanese,5,Excel·lent,Idealized perfect pairing example for contrast.
Grenache,Red,fondue,Cheese,Italian,5,Excel·lent,Idealized perfect pairing example for contrast.
Ice Wine,Postres,pork tenderloin,Pork,Francesa,5,Excel·lent,Idealized perfect pairing example for contrast.
Nebbiolo,Red,cheese platter,Cheese,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Champagne,Sparkling,gazpacho,Acidic,Chinese (Sichuan),5,Excel·lent,El vi àcid equilibra el menjar àcid.
Gamay (Beaujolais),Red,cheese platter,Cheese,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,citrus salad,Acidic,Ethiopian,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Gamay (Beaujolais),Red,beef stew,Carn vermella,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Chenin Blanc,White,beef stew,Carn vermella,Mexicana,5,Excel·lent,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,citrus salad,Acidic,Thai,3,Neutral,El vi àcid equilibra el menjar àcid.
Sangiovese,Red,bbq brisket,Carn vermella,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,fondue,Cheese,Indian,5,Excel·lent,Idealized perfect pairing example for contrast.
Viognier,White,beef stew,Carn vermella,Greek,5,Excel·lent,Idealized perfect pairing example for contrast.
Riesling (dry),White,mac and cheese,Cheese,American BBQ,4,Bo,Avaluació heurística del maridatge.
Chenin Blanc,White,beef stew,Carn vermella,Espanyola,5,Excel·lent,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,citrus salad,Acidic,Middle Eastern,3,Neutral,Low-acid wine seems flabby vs acids.
Malbec,Red,mac and cheese,Cheese,Mexicana,2,Pobre,Avaluació heurística del maridatge.
Grenache,Red,cheese platter,Cheese,Espanyola,4,Bo,Avaluació heurística del maridatge.
Sauternes,Postres,shrimp scampi,Seafood,Chinese (Sichuan),5,Excel·lent,Idealized perfect pairing example for contrast.
Pinot Noir,Red,fondue,Cheese,German,5,Excel·lent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,gazpacho,Acidic,American BBQ,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Riesling (dry),White,xai rostit,Carn vermella,Francesa,1,Terrible,Delicate wine overwhelmed by red meat.
Viognier,White,gazpacho,Acidic,Thai,1,Terrible,Low-acid wine seems flabby vs acids.
Cava,Sparkling,citrus salad,Acidic,Middle Eastern,3,Neutral,El vi àcid equilibra el menjar àcid.
Merlot,Red,cheese platter,Cheese,Espanyola,2,Pobre,Avaluació heurística del maridatge.
Sauvignon Blanc,White,xai rostit,Carn vermella,Francesa,2,Pobre,Delicate wine overwhelmed by red meat.
Sangiovese,Red,grilled ribeye,Carn vermella,Japanese,2,Pobre,Avaluació heurística del maridatge.
Chardonnay,White,bbq brisket,Carn vermella,Middle Eastern,3,Neutral,Delicate wine overwhelmed by red meat.
Nebbiolo,Red,alfredo pasta,Creamy,Italian,5,Excel·lent,Idealized perfect pairing example for contrast.
Sauvignon Blanc,White,grilled ribeye,Carn vermella,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Madeira,Fortified,beef stew,Carn vermella,Espanyola,5,Excel·lent,Idealized perfect pairing example for contrast.
Riesling (dry),White,gazpacho,Acidic,Middle Eastern,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Viognier,White,grilled ribeye,Carn vermella,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,xai rostit,Carn vermella,Francesa,5,Excel·lent,Idealized perfect pairing example for contrast.
Nebbiolo,Red,mac and cheese,Cheese,Indian,2,Pobre,Avaluació heurística del maridatge.
Sauternes,Postres,grilled ribeye,Carn vermella,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Zinfandel,Red,citrus salad,Acidic,Moroccan,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Riesling (dry),White,gazpacho,Acidic,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,cheese platter,Cheese,Mexicana,3,Neutral,Avaluació heurística del maridatge.
Torrontés,White,gazpacho,Acidic,Espanyola,5,Excel·lent,Idealized perfect pairing example for contrast.
Sauternes,Postres,caprese salad,Acidic,Middle Eastern,2,Pobre,Avaluació heurística del maridatge.
Tempranillo,Red,gazpacho,Acidic,Middle Eastern,3,Neutral,El vi àcid equilibra el menjar àcid.
Chenin Blanc,White,mac and cheese,Cheese,American BBQ,5,Excel·lent,Idealized perfect pairing example for contrast.
Gewürztraminer,White,mac and cheese,Cheese,Francesa,5,Excel·lent,Idealized perfect pairing example for contrast.
Madeira,Fortified,xai rostit,Carn vermella,Argentinian,1,Terrible,Delicate wine overwhelmed by red meat.
Merlot,Red,beef stew,Carn vermella,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Gewürztraminer,White,gazpacho,Acidic,Argentinian,5,Excel·lent,Idealized perfect pairing example for contrast.
Ice Wine,Postres,grilled ribeye,Carn vermella,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,cheese platter,Cheese,Indian,5,Excel·lent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,grilled ribeye,Carn vermella,Francesa,1,Terrible,Deliberately bad pairing example for contrast.
Tempranillo,Red,xai rostit,Carn vermella,Francesa,5,Excel·lent,El vi negre tànnic complementa el greix de la carn vermella.
Sauvignon Blanc,White,caprese salad,Acidic,Ethiopian,2,Pobre,Avaluació heurística del maridatge.
Cava,Sparkling,grilled ribeye,Carn vermella,American BBQ,2,Pobre,Avaluació heurística del maridatge.
Grüner Veltliner,White,caprese salad,Acidic,Greek,5,Excel·lent,Idealized perfect pairing example for contrast.
Torrontés,White,Thai curry,Spicy,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Merlot,Red,bbq brisket,Carn vermella,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Barbera,Red,mac and cheese,Cheese,Argentinian,5,Excel·lent,Idealized perfect pairing example for contrast.
Pinot Noir,Red,mac and cheese,Cheese,Greek,5,Excel·lent,Idealized perfect pairing example for contrast.
Sauvignon Blanc,White,xai rostit,Carn vermella,Espanyola,5,Excel·lent,Idealized perfect pairing example for contrast.
Cabernet Sauvignon,Red,fondue,Cheese,Japanese,5,Excel·lent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,beef stew,Carn vermella,Argentinian,5,Excel·lent,Idealized perfect pairing example for contrast.
Grenache,Red,bbq brisket,Carn vermella,Moroccan,5,Excel·lent,Idealized perfect pairing example for contrast.
Port,Fortified,citrus salad,Acidic,Mexicana,3,Neutral,Low-acid wine seems flabby vs acids.
Pinot Noir,Red,cheese platter,Cheese,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,cheese platter,Cheese,Espanyola,1,Terrible,Deliberately bad pairing example for contrast.
Albariño,White,beef stew,Carn vermella,Vietnamita,2,Pobre,Avaluació heurística del maridatge.
Cabernet Sauvignon,Red,cheese platter,Cheese,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Albariño,White,fondue,Cheese,Middle Eastern,5,Excel·lent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,caprese salad,Acidic,Argentinian,4,Bo,Avaluació heurística del maridatge.
Sauvignon Blanc,White,xai rostit,Carn vermella,Moroccan,5,Excel·lent,Idealized perfect pairing example for contrast.
Gewürztraminer,White,grilled ribeye,Carn vermella,Korean,5,Excel·lent,Idealized perfect pairing example for contrast.
Cava,Sparkling,mac and cheese,Cheese,Vietnamita,1,Terrible,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,mac and cheese,Cheese,German,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,beef stew,Carn vermella,Moroccan,5,Excel·lent,Idealized perfect pairing example for contrast.
Viognier,White,citrus salad,Acidic,German,1,Terrible,Low-acid wine seems flabby vs acids.
White Zinfandel,Rosé,bbq brisket,Carn vermella,Espanyola,1,Terrible,Deliberately bad pairing example for contrast.
Zinfandel,Red,mac and cheese,Cheese,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Postres,ànec a la taronja,Aviram,Espanyola,5,Excel·lent,Idealized perfect pairing example for contrast.
Nebbiolo,Red,fondue,Cheese,Thai,4,Bo,Avaluació heurística del maridatge.
Barbera,Red,mac and cheese,Cheese,Indian,2,Pobre,Avaluació heurística del maridatge.
Port,Fortified,bbq brisket,Carn vermella,American BBQ,5,Excel·lent,Idealized perfect pairing example for contrast.
Torrontés,White,beef stew,Carn vermella,Indian,2,Pobre,Avaluació heurística del maridatge.
Ice Wine,Postres,bbq brisket,Carn vermella,Italian,3,Neutral,Delicate wine overwhelmed by red meat.
Merlot,Red,xai rostit,Carn vermella,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Torrontés,White,bbq brisket,Carn vermella,Vietnamita,2,Pobre,Delicate wine overwhelmed by red meat.
White Zinfandel,Rosé,bbq brisket,Carn vermella,Moroccan,5,Excel·lent,Idealized perfect pairing example for contrast.
Sauvignon Blanc,White,gazpacho,Acidic,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Grüner Veltliner,White,gazpacho,Acidic,Espanyola,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Postres,taula d'embotits,Aperitiu salat,Japanese,5,Excel·lent,Idealized perfect pairing example for contrast.
Cava,Sparkling,mac and cheese,Cheese,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,grilled ribeye,Carn vermella,Argentinian,2,Pobre,Avaluació heurística del maridatge.
Riesling (dry),White,beef stew,Carn vermella,German,5,Excel·lent,Idealized perfect pairing example for contrast.
Sangiovese,Red,xai rostit,Carn vermella,Japanese,3,Neutral,El vi negre tànnic complementa el greix de la carn vermella.
Gewürztraminer,White,cheese platter,Cheese,Indian,2,Pobre,Avaluació heurística del maridatge.
Provence Rosé,Rosé,grilled ribeye,Carn vermella,Vietnamita,4,Bo,Avaluació heurística del maridatge.
Sauternes,Postres,citrus salad,Acidic,Mexicana,5,Excel·lent,Idealized perfect pairing example for contrast.
Port,Fortified,grilled ribeye,Carn vermella,American BBQ,4,Bo,Avaluació heurística del maridatge.
Champagne,Sparkling,fondue,Cheese,Vietnamita,5,Excel·lent,Idealized perfect pairing example for contrast.
Provence Rosé,Rosé,caprese salad,Acidic,Italian,2,Pobre,Avaluació heurística del maridatge.
Gewürztraminer,White,caprese salad,Acidic,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Zinfandel,Red,beef stew,Carn vermella,Francesa,1,Terrible,Deliberately bad pairing example for contrast.
Barbera,Red,citrus salad,Acidic,Indian,3,Neutral,El vi àcid equilibra el menjar àcid.
Provence Rosé,Rosé,mac and cheese,Cheese,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Syrah/Shiraz,Red,cheese platter,Cheese,Mexicana,5,Excel·lent,Idealized perfect pairing example for contrast.
Provence Rosé,Rosé,gazpacho,Acidic,Chinese (Sichuan),1,Terrible,Deliberately bad pairing example for contrast.
Viognier,White,beef stew,Carn vermella,Vietnamita,4,Bo,Avaluació heurística del maridatge.
Albariño,White,grilled ribeye,Carn vermella,Vietnamita,4,Bo,Avaluació heurística del maridatge.
Grüner Veltliner,White,mac and cheese,Cheese,Mexicana,5,Excel·lent,Idealized perfect pairing example for contrast.
Merlot,Red,citrus salad,Acidic,Japanese,3,Neutral,El vi àcid equilibra el menjar àcid.
Cabernet Sauvignon,Red,citrus salad,Acidic,Vietnamita,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Postres,bbq brisket,Carn vermella,Japanese,3,Neutral,Delicate wine overwhelmed by red meat.
Sauvignon Blanc,White,carbonara,Creamy,Francesa,5,Excel·lent,Idealized perfect pairing example for contrast.
Viognier,White,chicken curry,Aviram,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,mac and cheese,Cheese,German,5,Excel·lent,Idealized perfect pairing example for contrast.
Chardonnay,White,bbq brisket,Carn vermella,Francesa,1,Terrible,Delicate wine overwhelmed by red meat.
Grüner Veltliner,White,beef stew,Carn vermella,Francesa,5,Excel·lent,Idealized perfect pairing example for contrast.
Cava,Sparkling,bbq brisket,Carn vermella,Japanese,3,Neutral,Delicate wine overwhelmed by red meat.
Provence Rosé,Rosé,cheese platter,Cheese,Chinese (Sichuan),2,Pobre,Avaluació heurística del maridatge.
Torrontés,White,cheese platter,Cheese,Espanyola,4,Bo,Avaluació heurística del maridatge.
Grüner Veltliner,White,xai rostit,Carn vermella,Middle Eastern,3,Neutral,Delicate wine overwhelmed by red meat.
Champagne,Sparkling,caprese salad,Acidic,Mexicana,5,Excel·lent,Idealized perfect pairing example for contrast.
Barbera,Red,gazpacho,Acidic,Ethiopian,5,Excel·lent,El vi àcid equilibra el menjar àcid.
Grüner Veltliner,White,xai rostit,Carn vermella,Ethiopian,5,Excel·lent,Idealized perfect pairing example for contrast.
Pinot Noir,Red,grilled ribeye,Carn vermella,Greek,4,Bo,Avaluació heurística del maridatge.
White Zinfandel,Rosé,caprese salad,Acidic,Moroccan,2,Pobre,Avaluació heurística del maridatge.
Cava,Sparkling,grilled ribeye,Carn vermella,Japanese,4,Bo,Avaluació heurística del maridatge.
Nebbiolo,Red,cheese platter,Cheese,Argentinian,4,Bo,Avaluació heurística del maridatge.
Tempranillo,Red,cheese platter,Cheese,Mexicana,1,Terrible,Deliberately bad pairing example for contrast.
